name,clear_path,blacked_path,description
cleffa,./gifs/clear/cleffa.gif,./gifs/blacked/cleffa.gif,"Cleffa is the 40th Pokémon in the Johto Pokédex. It is a Fairy-Type, formerly Normal-Type, and is known as the Star Shape Pokémon."
clobbopus,./gifs/clear/clobbopus.gif,./gifs/blacked/clobbopus.gif,"Clobbopus is the 351st Pokémon in the Galar Pokédex. It is a Fighting-type, and is known as the Tantrum Pokémon."
cloyster,./gifs/clear/cloyster.gif,./gifs/blacked/cloyster.gif,"Cloyster is the 91st Pokémon in the Kanto Pokédex. It is a Water/Ice Type, and is known as the Bivalve Pokémon."
coalossal-gigantamax,./gifs/clear/coalossal-gigantamax.gif,./gifs/blacked/coalossal-gigantamax.gif,"Its body is a colossal stove. With Gigantamax energy stoking the fire, this Pokémon's flame burns hotter than 3,600 degrees Fahrenheit."
coalossal,./gifs/clear/coalossal.gif,./gifs/blacked/coalossal.gif,"Coalossal is the 163rd Pokémon in the Galar Pokédex. It is a Rock/Fire-type, and is known as the Coal Pokémon."
cobalion,./gifs/clear/cobalion.gif,./gifs/blacked/cobalion.gif,"Cobalion is the 144th Pokémon in the Unova Pokédex. It is a Steel/Fighting type, and it is known as the Iron Will Pokémon."
cofagrigus,./gifs/clear/cofagrigus.gif,./gifs/blacked/cofagrigus.gif,"Cofagrigus is the 69th Pokémon in the Unova Pokédex. It is a Ghost-Type, and it is known as the Coffin Pokémon."
combee,./gifs/clear/combee.gif,./gifs/blacked/combee.gif,Combee is the 53rd Pokémon in the Sinnoh Pokédex. It is a Bug/Flying Type and is known as the Tiny Bee Pokémon.
combusken,./gifs/clear/combusken.gif,./gifs/blacked/combusken.gif,"Combusken is the fifth Pokémon in the Hoenn Pokédex. It is a Fire/Fighting Type, and is known as the Young Fowl Pokémon."
comfey,./gifs/clear/comfey.gif,./gifs/blacked/comfey.gif,"Comfey is the 174th Pokémon in the Alola Pokédex. It is a Fairy type, and is known as the Posey Picker Pokémon."
conkeldurr,./gifs/clear/conkeldurr.gif,./gifs/blacked/conkeldurr.gif,"Conkeldurr is the 40th Pokémon in the Unova Pokédex. It is a Fighting Type, and it is known as the Muscular Pokémon."
copperajah-gigantamax,./gifs/clear/copperajah-gigantamax.gif,./gifs/blacked/copperajah-gigantamax.gif,"After this Pokémon has Gigantamaxed, its massive nose can utterly demolish large structures with a single smashing blow."
copperajah,./gifs/clear/copperajah.gif,./gifs/blacked/copperajah.gif,"Copperajah is a Steel type Pokémon introduced in Generation 8. It is a steel type Pokémon."
corphish,./gifs/clear/corphish.gif,./gifs/blacked/corphish.gif,"Corphish is the 129th Pokémon in the Hoenn Pokédex. It is a Water-Type, and it is known as the Ruffian Pokémon."
corsola-galar,./gifs/clear/corsola-galar.gif,./gifs/blacked/corsola-galar.gif,"Galarian Corsola is the 236th Pokémon in the Galarian Pokédex. It is a Ghost-Type, and is known as the Coral Pokémon. It is a regional variant of Corsola, native to the Galar region."
corsola,./gifs/clear/corsola.gif,./gifs/blacked/corsola.gif,"For the regional variant of this Pokémon, see Corsola/Galarian"
corviknight-gigantamax,./gifs/clear/corviknight-gigantamax.gif,./gifs/blacked/corviknight-gigantamax.gif,"All Flying-type attacks used by a Gigantamax Corviknight automatically change into 'G-Max Wind Rage. This Flying-type attack damages the opponent and removes effects life any Terrain, Spikes, Reflect, Light Screen, etc."
corviknight,./gifs/clear/corviknight.gif,./gifs/blacked/corviknight.gif,"Corviknight is the 23rd Pokémon in the Galar Pokédex. It is a Flying/Steel-type, and is known as the Raven Pokémon."
corvisquire,./gifs/clear/corvisquire.gif,./gifs/blacked/corvisquire.gif,"Corvisquire is the 22nd Pokémon in the Galar Pokédex. It is a Flying-type, and is known as the Raven Pokémon."
cosmoem,./gifs/clear/cosmoem.gif,./gifs/blacked/cosmoem.gif,"Cosmoem is the 290th Pokémon in the Alola Pokédex. It is a Psychic type, and is known as the Protostar Pokémon."
cosmog,./gifs/clear/cosmog.gif,./gifs/blacked/cosmog.gif,"Cosmog is the 289th Pokémon in the Alola Pokédex. It is a Psychic type, and is known as the Nebula Pokémon."
cottonee,./gifs/clear/cottonee.gif,./gifs/blacked/cottonee.gif,"Cottonee is the 52nd Pokémon in the Unova Pokédex. It is a Grass/Fairy type, and it is known as the Cotton Puff Pokémon."
crabominable,./gifs/clear/crabominable.gif,./gifs/blacked/crabominable.gif,"Crabominable is the 60th Pokémon in the Alola Pokédex. It is a Fighting/Ice type, and is known as the Woolly Crab Pokémon."
crabrawler,./gifs/clear/crabrawler.gif,./gifs/blacked/crabrawler.gif,"Crabrawler is the 59th Pokémon in the Alola Pokédex. It is a Fighting type, and is known as the Boxing Pokémon."
cradily,./gifs/clear/cradily.gif,./gifs/blacked/cradily.gif,"Cradily is the 134th Pokémon in the Hoenn Pokédex. It is a Rock/Grass-Type, and it is known as the Barnacle Pokémon."
cramorant,./gifs/clear/cramorant.gif,./gifs/blacked/cramorant.gif,"Cramorant is the 309th Pokémon in the Galar Pokédex. It is a Flying/Water-type, and is known as the Gulp Pokémon."
cranidos,./gifs/clear/cranidos.gif,./gifs/blacked/cranidos.gif,"Cranidos is the 36th Pokémon in the Sinnoh Pokédex. It is a Rock-Type, and it is known as the Head Butt Pokémon."
crawdaunt,./gifs/clear/crawdaunt.gif,./gifs/blacked/crawdaunt.gif,"Crawdaunt is the 130th Pokémon in the Hoenn Pokédex. It is a Water/Dark-Type, and it is known as the Rogue Pokémon."
croagunk,./gifs/clear/croagunk.gif,./gifs/blacked/croagunk.gif,"Croagunk is the 129th Pokémon in the Sinnoh Pokédex. It is a Poison/Fighting Type, and is known as the Toxic Mouth Pokémon."
crobat,./gifs/clear/crobat.gif,./gifs/blacked/crobat.gif,"Crobat is the 169th Pokémon in the Pokédex, and the 39th Pokémon in the Johto Pokédex. It is a Poison/Flying type, and it is known as the Bat Pokémon."
croconaw,./gifs/clear/croconaw.gif,./gifs/blacked/croconaw.gif,"Croconaw, the Big Jaw Pokémon, is the second stage in the evolutionary chain of the Generation II Water type starter, Totodile. It is the eighth Pokémon in the Johto Pokédex."
crustle,./gifs/clear/crustle.gif,./gifs/blacked/crustle.gif,Crustle is the 64th Pokémon in the Unova Pokédex. It is a Bug/Rock Type and it is known as the Stone Home Pokémon.
cryogonal,./gifs/clear/cryogonal.gif,./gifs/blacked/cryogonal.gif,"Cryogonal is the 121st Pokémon in the Unova Pokédex. It is an Ice-Type, and it is known as the Crystal Pokémon."
cubchoo,./gifs/clear/cubchoo.gif,./gifs/blacked/cubchoo.gif,"Cubchoo is the 119th Pokémon in the Unova Pokédex. It is an Ice-Type, and it is known as the Freezing Pokémon."
cubone,./gifs/clear/cubone.gif,./gifs/blacked/cubone.gif,"Cubone is the 104th Pokémon in the Pokédex. It is a Ground-Type, and is known as the Lonely Pokémon."
cufant,./gifs/clear/cufant.gif,./gifs/blacked/cufant.gif,"Cufant is a Steel type Pokémon introduced in Generation 8. It’s very strong, being able to carry loads of over five tons without any problem at all."
cursola,./gifs/clear/cursola.gif,./gifs/blacked/cursola.gif,"Cursola is the 237th Pokémon in the Galarian Pokédex. It is a Ghost-Type, and is known as the Coral Pokémon."
cutiefly,./gifs/clear/cutiefly.gif,./gifs/blacked/cutiefly.gif,"Cutiefly is the 83rd Pokémon in the Alola Pokédex. It is a Bug/Fairy type, and is known as the Bee Fly Pokémon."
cyndaquil,./gifs/clear/cyndaquil.gif,./gifs/blacked/cyndaquil.gif,"Cyndaquil is the fourth Pokémon in the Johto Pokédex. It is a Fire Type, and it is known as the Fire Mouse Pokémon."
darkrai,./gifs/clear/darkrai.gif,./gifs/blacked/darkrai.gif,"Darkrai is the 491st Pokémon in the Pokédex. It is a Dark-Type, and is known as the Pitch-Black Pokémon."
darmanitan-galar,./gifs/clear/darmanitan-galar.gif,./gifs/blacked/darmanitan-galar.gif,"Galarian Darmanitan is the 368th Pokémon in the Galar Pokédex. It is a Ice-Type Pokémon, and it is known as the Zen Charm Pokémon."
darmanitan,./gifs/clear/darmanitan.gif,./gifs/blacked/darmanitan.gif,"Darmanitan is the 61st Pokémon in the Unova Pokédex. It is normally a Fire-Type, and it is classified as the Blazing Pokémon."
dartrix,./gifs/clear/dartrix.gif,./gifs/blacked/dartrix.gif,"Dartrix is the 2nd Pokémon in the Alola Pokédex. It is a Grass/Flying type, and is known as the Blade Quill Pokémon."
darumaka-galar,./gifs/clear/darumaka-galar.gif,./gifs/blacked/darumaka-galar.gif,"Galarian Darumaka is the 367th Pokémon in the Galar Pokédex. It is a Ice-Type Pokémon, and it is known as the Zen Charm Pokémon."
darumaka,./gifs/clear/darumaka.gif,./gifs/blacked/darumaka.gif,"Darumaka is the 60th Pokémon in the Unova Pokédex. It is a Fire-Type, and it is known as the Zen Charm Pokémon."
decidueye,./gifs/clear/decidueye.gif,./gifs/blacked/decidueye.gif,"Decidueye is the 3rd Pokémon in the Alola Pokédex. It is a Grass/Ghost type, and is known as the Arrow Quill Pokémon."
dedenne,./gifs/clear/dedenne.gif,./gifs/blacked/dedenne.gif,"Dedenne is the 110th Pokémon in the Kalos Coastal Pokédex. It is an Electric/Fairy-Type, and is known as the Antenna Pokémon."
deerling,./gifs/clear/deerling.gif,./gifs/blacked/deerling.gif,"Deerling is the 91st Pokémon in the Unova Pokédex. It is a Normal/Grass type, and is known as the Seasonal Pokémon."
deino,./gifs/clear/deino.gif,./gifs/blacked/deino.gif,"Deino is the 139th Pokémon in the Unova Pokédex. It is a Dark/Dragon Type, and it is known as the Irate Pokémon."
delcatty,./gifs/clear/delcatty.gif,./gifs/blacked/delcatty.gif,"Delcatty is the 62nd Pokémon in the Hoenn Pokédex. It is a Normal Type, and is known as the Prim Pokémon."
delibird,./gifs/clear/delibird.gif,./gifs/blacked/delibird.gif,"Delibird is the 190th Pokémon in the Johto Pokédex. It is an Ice/Flying-Type, and is known as the Delivery Pokémon."
delphox,./gifs/clear/delphox.gif,./gifs/blacked/delphox.gif,"Delphox is the sixth Pokémon in the Kalos Central Pokédex. It is a Fire/Psychic-Type, and is known as the Fox Pokémon"
deoxys,./gifs/clear/deoxys.gif,./gifs/blacked/deoxys.gif,"Deoxys is the 202nd and final Pokémon in the Hoenn Pokédex. It is a Psychic Type, and it is known as the DNA Pokémon."
dewgong,./gifs/clear/dewgong.gif,./gifs/blacked/dewgong.gif,"Dewgong is the 87th Pokémon in the Pokédex. It is a Water/Ice-Type, and is known as the Sea Lion Pokémon."
dewott,./gifs/clear/dewott.gif,./gifs/blacked/dewott.gif,"Dewott is the 8th Pokémon in the Unova Pokédex. It is a Water Type, and it is known as the Discipline Pokémon."
dewpider,./gifs/clear/dewpider.gif,./gifs/blacked/dewpider.gif,"Dewpider is the 141st Pokémon in the Alola Pokédex. It is a Water/Bug type, and is known as the Water Bubble Pokémon."
dhelmise,./gifs/clear/dhelmise.gif,./gifs/blacked/dhelmise.gif,"Dhelmise is the 263rd Pokémon in the Alola Pokédex. It is a Ghost/Grass type, and is known as the Sea Creeper Pokémon."
dialga,./gifs/clear/dialga.gif,./gifs/blacked/dialga.gif,"Dialga is the 149th Pokémon in the Sinnoh Pokédex. It is a Steel/Dragon-Type, and is known as the Temporal Pokémon."
diancie-mega,./gifs/clear/diancie-mega.gif,./gifs/blacked/diancie-mega.gif,Mega Diancie is a Rock/Fairy type Mega Evolution to appear in Pokémon Omega Ruby and Alpha Sapphire.
diancie,./gifs/clear/diancie.gif,./gifs/blacked/diancie.gif,"Diancie is an Event-Only Pokémon for the Generation VI games Pokémon X and Pokémon Y. It is a Rock/Fairy-Type, and is known as the Jewel Pokémon."
diggersby,./gifs/clear/diggersby.gif,./gifs/blacked/diggersby.gif,"Diggersby is the 11th Pokémon in the Kalos Central Pokédex. It is a Normal/Ground-Type, and is known as the Digging Pokémon."
diglett-alola,./gifs/clear/diglett-alola.gif,./gifs/blacked/diglett-alola.gif,"Alolan Diglett is the 71st Pokémon in the Alola Pokédex. It is a Ground/Steel type, and is known as the Mole Pokémon. It is a regional variant of Diglett, native to the Alola region."
diglett,./gifs/clear/diglett.gif,./gifs/blacked/diglett.gif,"Diglett is the 50th Pokémon in the Pokédex. It is a Ground-Type, and is known as the Mole Pokémon."
ditto,./gifs/clear/ditto.gif,./gifs/blacked/ditto.gif,"Ditto is the 132nd Pokémon in the Pokédex. It is a Normal type, and is known as the Transform Pokémon."
dodrio,./gifs/clear/dodrio.gif,./gifs/blacked/dodrio.gif,"Dodrio is the 85th Pokémon in the Pokédex. It is a Normal/Flying-Type, and is known as the Triple Bird Pokémon."
doduo,./gifs/clear/doduo.gif,./gifs/blacked/doduo.gif,"Doduo is the 84th Pokémon in the Pokédex. It is a Normal/Flying-Type, and is known as the Twin Bird Pokémon."
donphan,./gifs/clear/donphan.gif,./gifs/blacked/donphan.gif,Donphan is a ground type Elephant looking pokemon. It evolves from Phanpy at level 25. Donphan is light grey with a black band running down its length.
dottler,./gifs/clear/dottler.gif,./gifs/blacked/dottler.gif,"Dottler is the 11th Pokémon in the Galar Pokédex. It is a Bug/Psychic-type, and is known as the Radome Pokémon."
doublade,./gifs/clear/doublade.gif,./gifs/blacked/doublade.gif,"Doublade is the 118th Pokémon in the Kalos Central Pokédex. It is a Steel/Ghost-Type, and is known as the Sword Pokémon."
dracovish,./gifs/clear/dracovish.gif,./gifs/blacked/dracovish.gif,"Dracovish is a Water/Dragon type Pokémon introduced in Generation 8. It is known as the Fossil Pokémon."
dracozolt,./gifs/clear/dracozolt.gif,./gifs/blacked/dracozolt.gif,"Dracozolt is an Electric/Dragon type Pokémon introduced in Generation 8. The powerful muscles in its tail generate its electricity."
dragalge,./gifs/clear/dragalge.gif,./gifs/blacked/dragalge.gif,"Dragalge is the 31st Pokémon in the Kalos Coastal Pokédex. It is a Poison/Dragon-Type, and is known as the Mock Kelp Pokémon."
dragapult,./gifs/clear/dragapult.gif,./gifs/blacked/dragapult.gif,"Dragapult is a Dragon/Ghost type Pokémon introduced in Generation 8. Once a fight starts, it launches the Dreepy like supersonic missiles."
dragonair,./gifs/clear/dragonair.gif,./gifs/blacked/dragonair.gif,"Dragonair is the 148th Pokémon in the Pokédex. It is a Dragon-Type, and it is known as the Dragon Pokémon."
dragonite,./gifs/clear/dragonite.gif,./gifs/blacked/dragonite.gif,"Dragonite is the 149th Pokémon in the Pokédex. It is a Dragon/Flying Type, and is known as the Dragon Pokémon."
drakloak,./gifs/clear/drakloak.gif,./gifs/blacked/drakloak.gif,"Drakloak is a Dragon/Ghost type Pokémon introduced in Generation 8. It’s capable of flying faster than 120 mph."
drampa,./gifs/clear/drampa.gif,./gifs/blacked/drampa.gif,"Drampa is the 244th Pokémon in the Alola Pokédex. It is a Normal/Dragon type, and is known as the Placid Pokémon."
drapion,./gifs/clear/drapion.gif,./gifs/blacked/drapion.gif,"Drapion is the 128th Pokémon in the Sinnoh Pokédex. It is a Poison/Dark Type, and is known as the Ogre Scorp Pokémon."
dratini,./gifs/clear/dratini.gif,./gifs/blacked/dratini.gif,"Dratini is the 147th Pokémon in the Pokédex. It is a Dragon Type, and is known as the Dragon Pokémon."
drednaw-gigantamax,./gifs/clear/drednaw-gigantamax.gif,./gifs/blacked/drednaw-gigantamax.gif,All Water-type moves used by a Gigantamax Drednaw automatically change into 'G-Max Stonesurge. This Water-type attack deals damage to an opponent and produces sharp rocks that work as a battlefield hazard which deals damage to any Pokemon entering the field.
drednaw,./gifs/clear/drednaw.gif,./gifs/blacked/drednaw.gif,"Drednaw is the 43rd Pokémon in the Galar Pokédex. It is a Water/Rock-type, and is known as the Bite Pokémon."
dreepy,./gifs/clear/dreepy.gif,./gifs/blacked/dreepy.gif,"Dreepy is a Dragon/Ghost type Pokémon introduced in Generation 8. If this weak Pokémon is by itself, a mere child could defeat it."
drifblim,./gifs/clear/drifblim.gif,./gifs/blacked/drifblim.gif,"Drifblim is the 66th Pokémon in the Sinnoh Pokédex. It is a Ghost/Flying Type, and it is known as the Blimp Pokémon."
drifloon,./gifs/clear/drifloon.gif,./gifs/blacked/drifloon.gif,"Drifloon is the 65th Pokémon in the Sinnoh Pokédex. It is a Ghost/Flying Type, and is known as the Balloon Pokémon."
drilbur,./gifs/clear/drilbur.gif,./gifs/blacked/drilbur.gif,"Drilbur is the 35th Pokémon in the Unova Pokédex. It is a Ground Type, and it is known as the Mole Pokémon."
drizzile,./gifs/clear/drizzile.gif,./gifs/blacked/drizzile.gif,"Drizzile is the 8th Pokémon in the Galar Pokédex. It is a Water-type, and is known as the Water Lizard Pokémon."
drowzee,./gifs/clear/drowzee.gif,./gifs/blacked/drowzee.gif,"Drowzee is the 96th Pokémon in the Pokédex. It is a Psychic-Type, and is known as the Hypnosis Pokémon."
druddigon,./gifs/clear/druddigon.gif,./gifs/blacked/druddigon.gif,"Druddigon is the 127th Pokémon in the Unova Pokédex. It is a Dragon Type, and it is known as the Cave Pokémon."
dubwool,./gifs/clear/dubwool.gif,./gifs/blacked/dubwool.gif,"Dubwool is the 35th Pokémon in the Galar Pokédex. It is a Normal-type, and is known as the Sheep Pokémon."
ducklett,./gifs/clear/ducklett.gif,./gifs/blacked/ducklett.gif,"Ducklett is the 86th Pokémon in the Unova Pokédex. It is a Water/Flying-Type, and it is known as the Water Bird Pokémon."
dugtrio-alola,./gifs/clear/dugtrio-alola.gif,./gifs/blacked/dugtrio-alola.gif,"Alolan Dugtrio is the 72nd Pokémon in the Alola Pokédex. It is a Ground/Steel type, and is known as the Mole Pokémon. It is a regional variant of Dugtrio, native to the Alola region."
