name,pokedex_num,clear_path,blacked_path,description,tier,generation
chewtle,833.0,./gifs/clear/chewtle.gif,./gifs/blacked/chewtle.gif,"Chewtle is the 42nd Pokémon in the Galar Pokédex. It is a Water-type, and is known as the Snapping Pokémon.",0.0,
chikorita,152.0,./gifs/clear/chikorita.gif,./gifs/blacked/chikorita.gif,"Chikorita is the first Pokémon in the Johto Pokédex, and the 152nd in the National Dex. It is a Grass Type, and it is known as the Leaf Pokémon.",0.0,johto
chimchar,390.0,./gifs/clear/chimchar.gif,./gifs/blacked/chimchar.gif,"Chimchar is the fourth Pokémon in the Sinnoh Pokédex. It is a Fire Type, and it is known as the Chimp Pokémon.",0.0,
chimecho,358.0,./gifs/clear/chimecho.gif,./gifs/blacked/chimecho.gif,"Chimecho is the 151st Pokémon in the Hoenn Pokédex. It is a Psychic type, and is known as the Wind Chime Pokémon.",0.0,hoenn
chinchou,170.0,./gifs/clear/chinchou.gif,./gifs/blacked/chinchou.gif,"Chinchou is the 174th Pokémon in the Johto Pokédex. It is a Water/Electric Type, and it is known as the Angler Pokémon.",0.0,johto
chingling,433.0,./gifs/clear/chingling.gif,./gifs/blacked/chingling.gif,"Chingling is the 82nd Pokémon in the Sinnoh Pokédex. It is a Psychic type, and is known as the Bell Pokémon.",0.0,
cinccino,573.0,./gifs/clear/cinccino.gif,./gifs/blacked/cinccino.gif,"Cinccino is the 79th Pokémon in the Unova Pokédex. It is a Normal Type, and it is known as the Scarf Pokémon.",0.0,unova
cinderace-gigantamax,,./gifs/clear/cinderace-gigantamax.gif,./gifs/blacked/cinderace-gigantamax.gif,"Your starter will gain a Gigantamax form through an event in the first Pokemon Sword and Shield expansions, The Isle of Armor. Where or when this is done is currently unknown.",0.0,gmax
cinderace,815.0,./gifs/clear/cinderace.gif,./gifs/blacked/cinderace.gif,"Cinderace is the 6th Pokémon in the Galar Pokédex. It is a Fire-type, and is known as the Striker Pokémon.",0.0,
clamperl,366.0,./gifs/clear/clamperl.gif,./gifs/blacked/clamperl.gif,"Clamperl is the 176th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Bivalve Pokémon.",0.0,hoenn
clauncher,692.0,./gifs/clear/clauncher.gif,./gifs/blacked/clauncher.gif,"Clauncher is the 32nd Pokémon in the Kalos Coastal Pokédex. It is a Water-Type, and is known as the Water Gun Pokémon.",0.0,kalos
clawitzer,693.0,./gifs/clear/clawitzer.gif,./gifs/blacked/clawitzer.gif,"Clawitzer is the 33rd Pokémon in the Kalos Coastal Pokédex. It is a Water-Type, and is known as the Howitzer Pokémon.",0.0,kalos
claydol,344.0,./gifs/clear/claydol.gif,./gifs/blacked/claydol.gif,"Claydol is the 132nd Pokémon in the Hoenn Pokédex. It is a Ground/Psychic-Type, and it is known as the Clay Doll Pokémon.",0.0,hoenn
clefable,36.0,./gifs/clear/clefable.gif,./gifs/blacked/clefable.gif,"Clefable is the 36th Pokémon in the Pokédex. It is a Fairy-Type, formerly Normal-Type, and is known as the Fairy Pokémon.",0.0,kanto
clefairy,35.0,./gifs/clear/clefairy.gif,./gifs/blacked/clefairy.gif,"Clefairy is the 35th Pokémon in the Pokédex. It is a Fairy-Type, formerly Normal-Type, and is known as the Fairy Pokémon.",0.0,kanto
cleffa,173.0,./gifs/clear/cleffa.gif,./gifs/blacked/cleffa.gif,"Cleffa is the 40th Pokémon in the Johto Pokédex. It is a Fairy-Type, formerly Normal-Type, and is known as the Star Shape Pokémon.",0.0,johto
clobbopus,852.0,./gifs/clear/clobbopus.gif,./gifs/blacked/clobbopus.gif,"Clobbopus is the 351st Pokémon in the Galar Pokédex. It is a Fighting-type, and is known as the Tantrum Pokémon.",0.0,
cloyster,91.0,./gifs/clear/cloyster.gif,./gifs/blacked/cloyster.gif,"Cloyster is the 91st Pokémon in the Kanto Pokédex. It is a Water/Ice Type, and is known as the Bivalve Pokémon.",0.0,kanto
coalossal-gigantamax,,./gifs/clear/coalossal-gigantamax.gif,./gifs/blacked/coalossal-gigantamax.gif,"Its body is a colossal stove. With Gigantamax energy stoking the fire, this Pokémon's flame burns hotter than 3,600 degrees Fahrenheit.",0.0,gmax
coalossal,839.0,./gifs/clear/coalossal.gif,./gifs/blacked/coalossal.gif,"Coalossal is the 163rd Pokémon in the Galar Pokédex. It is a Rock/Fire-type, and is known as the Coal Pokémon.",0.0,
cobalion,638.0,./gifs/clear/cobalion.gif,./gifs/blacked/cobalion.gif,"Cobalion is the 144th Pokémon in the Unova Pokédex. It is a Steel/Fighting type, and it is known as the Iron Will Pokémon.",0.0,unova
cofagrigus,563.0,./gifs/clear/cofagrigus.gif,./gifs/blacked/cofagrigus.gif,"Cofagrigus is the 69th Pokémon in the Unova Pokédex. It is a Ghost-Type, and it is known as the Coffin Pokémon.",0.0,unova
combee,415.0,./gifs/clear/combee.gif,./gifs/blacked/combee.gif,Combee is the 53rd Pokémon in the Sinnoh Pokédex. It is a Bug/Flying Type and is known as the Tiny Bee Pokémon.,0.0,
combusken,256.0,./gifs/clear/combusken.gif,./gifs/blacked/combusken.gif,"Combusken is the fifth Pokémon in the Hoenn Pokédex. It is a Fire/Fighting Type, and is known as the Young Fowl Pokémon.",0.0,hoenn
comfey,764.0,./gifs/clear/comfey.gif,./gifs/blacked/comfey.gif,"Comfey is the 174th Pokémon in the Alola Pokédex. It is a Fairy type, and is known as the Posey Picker Pokémon.",0.0,alola
conkeldurr,534.0,./gifs/clear/conkeldurr.gif,./gifs/blacked/conkeldurr.gif,"Conkeldurr is the 40th Pokémon in the Unova Pokédex. It is a Fighting Type, and it is known as the Muscular Pokémon.",0.0,unova
copperajah-gigantamax,,./gifs/clear/copperajah-gigantamax.gif,./gifs/blacked/copperajah-gigantamax.gif,"After this Pokémon has Gigantamaxed, its massive nose can utterly demolish large structures with a single smashing blow.",0.0,gmax
copperajah,879.0,./gifs/clear/copperajah.gif,./gifs/blacked/copperajah.gif,Copperajah is a Steel type Pokémon introduced in Generation 8. It is a steel type Pokémon.,0.0,
corphish,341.0,./gifs/clear/corphish.gif,./gifs/blacked/corphish.gif,"Corphish is the 129th Pokémon in the Hoenn Pokédex. It is a Water-Type, and it is known as the Ruffian Pokémon.",0.0,hoenn
corsola-galar,,./gifs/clear/corsola-galar.gif,./gifs/blacked/corsola-galar.gif,"Galarian Corsola is the 236th Pokémon in the Galarian Pokédex. It is a Ghost-Type, and is known as the Coral Pokémon. It is a regional variant of Corsola, native to the Galar region.",0.0,galar
corsola,222.0,./gifs/clear/corsola.gif,./gifs/blacked/corsola.gif,"For the regional variant of this Pokémon, see Corsola/Galarian",0.0,johto
corviknight-gigantamax,,./gifs/clear/corviknight-gigantamax.gif,./gifs/blacked/corviknight-gigantamax.gif,"All Flying-type attacks used by a Gigantamax Corviknight automatically change into 'G-Max Wind Rage. This Flying-type attack damages the opponent and removes effects life any Terrain, Spikes, Reflect, Light Screen, etc.",0.0,gmax
corviknight,823.0,./gifs/clear/corviknight.gif,./gifs/blacked/corviknight.gif,"Corviknight is the 23rd Pokémon in the Galar Pokédex. It is a Flying/Steel-type, and is known as the Raven Pokémon.",0.0,
corvisquire,822.0,./gifs/clear/corvisquire.gif,./gifs/blacked/corvisquire.gif,"Corvisquire is the 22nd Pokémon in the Galar Pokédex. It is a Flying-type, and is known as the Raven Pokémon.",0.0,
cosmoem,790.0,./gifs/clear/cosmoem.gif,./gifs/blacked/cosmoem.gif,"Cosmoem is the 290th Pokémon in the Alola Pokédex. It is a Psychic type, and is known as the Protostar Pokémon.",0.0,alola
cosmog,789.0,./gifs/clear/cosmog.gif,./gifs/blacked/cosmog.gif,"Cosmog is the 289th Pokémon in the Alola Pokédex. It is a Psychic type, and is known as the Nebula Pokémon.",0.0,alola
cottonee,546.0,./gifs/clear/cottonee.gif,./gifs/blacked/cottonee.gif,"Cottonee is the 52nd Pokémon in the Unova Pokédex. It is a Grass/Fairy type, and it is known as the Cotton Puff Pokémon.",0.0,unova
crabominable,740.0,./gifs/clear/crabominable.gif,./gifs/blacked/crabominable.gif,"Crabominable is the 60th Pokémon in the Alola Pokédex. It is a Fighting/Ice type, and is known as the Woolly Crab Pokémon.",0.0,alola
crabrawler,739.0,./gifs/clear/crabrawler.gif,./gifs/blacked/crabrawler.gif,"Crabrawler is the 59th Pokémon in the Alola Pokédex. It is a Fighting type, and is known as the Boxing Pokémon.",0.0,alola
cradily,346.0,./gifs/clear/cradily.gif,./gifs/blacked/cradily.gif,"Cradily is the 134th Pokémon in the Hoenn Pokédex. It is a Rock/Grass-Type, and it is known as the Barnacle Pokémon.",0.0,hoenn
cramorant,845.0,./gifs/clear/cramorant.gif,./gifs/blacked/cramorant.gif,"Cramorant is the 309th Pokémon in the Galar Pokédex. It is a Flying/Water-type, and is known as the Gulp Pokémon.",0.0,
cranidos,408.0,./gifs/clear/cranidos.gif,./gifs/blacked/cranidos.gif,"Cranidos is the 36th Pokémon in the Sinnoh Pokédex. It is a Rock-Type, and it is known as the Head Butt Pokémon.",0.0,
crawdaunt,342.0,./gifs/clear/crawdaunt.gif,./gifs/blacked/crawdaunt.gif,"Crawdaunt is the 130th Pokémon in the Hoenn Pokédex. It is a Water/Dark-Type, and it is known as the Rogue Pokémon.",0.0,hoenn
croagunk,453.0,./gifs/clear/croagunk.gif,./gifs/blacked/croagunk.gif,"Croagunk is the 129th Pokémon in the Sinnoh Pokédex. It is a Poison/Fighting Type, and is known as the Toxic Mouth Pokémon.",0.0,
crobat,169.0,./gifs/clear/crobat.gif,./gifs/blacked/crobat.gif,"Crobat is the 169th Pokémon in the Pokédex, and the 39th Pokémon in the Johto Pokédex. It is a Poison/Flying type, and it is known as the Bat Pokémon.",0.0,johto
croconaw,159.0,./gifs/clear/croconaw.gif,./gifs/blacked/croconaw.gif,"Croconaw, the Big Jaw Pokémon, is the second stage in the evolutionary chain of the Generation II Water type starter, Totodile. It is the eighth Pokémon in the Johto Pokédex.",0.0,johto
crustle,558.0,./gifs/clear/crustle.gif,./gifs/blacked/crustle.gif,Crustle is the 64th Pokémon in the Unova Pokédex. It is a Bug/Rock Type and it is known as the Stone Home Pokémon.,0.0,unova
cryogonal,615.0,./gifs/clear/cryogonal.gif,./gifs/blacked/cryogonal.gif,"Cryogonal is the 121st Pokémon in the Unova Pokédex. It is an Ice-Type, and it is known as the Crystal Pokémon.",0.0,unova
cubchoo,613.0,./gifs/clear/cubchoo.gif,./gifs/blacked/cubchoo.gif,"Cubchoo is the 119th Pokémon in the Unova Pokédex. It is an Ice-Type, and it is known as the Freezing Pokémon.",0.0,unova
cubone,104.0,./gifs/clear/cubone.gif,./gifs/blacked/cubone.gif,"Cubone is the 104th Pokémon in the Pokédex. It is a Ground-Type, and is known as the Lonely Pokémon.",0.0,kanto
cufant,878.0,./gifs/clear/cufant.gif,./gifs/blacked/cufant.gif,"Cufant is a Steel type Pokémon introduced in Generation 8. It’s very strong, being able to carry loads of over five tons without any problem at all.",0.0,
cursola,864.0,./gifs/clear/cursola.gif,./gifs/blacked/cursola.gif,"Cursola is the 237th Pokémon in the Galarian Pokédex. It is a Ghost-Type, and is known as the Coral Pokémon.",0.0,
cutiefly,742.0,./gifs/clear/cutiefly.gif,./gifs/blacked/cutiefly.gif,"Cutiefly is the 83rd Pokémon in the Alola Pokédex. It is a Bug/Fairy type, and is known as the Bee Fly Pokémon.",0.0,alola
cyndaquil,155.0,./gifs/clear/cyndaquil.gif,./gifs/blacked/cyndaquil.gif,"Cyndaquil is the fourth Pokémon in the Johto Pokédex. It is a Fire Type, and it is known as the Fire Mouse Pokémon.",0.0,johto
darkrai,491.0,./gifs/clear/darkrai.gif,./gifs/blacked/darkrai.gif,"Darkrai is the 491st Pokémon in the Pokédex. It is a Dark-Type, and is known as the Pitch-Black Pokémon.",0.0,
darmanitan-galar,,./gifs/clear/darmanitan-galar.gif,./gifs/blacked/darmanitan-galar.gif,"Galarian Darmanitan is the 368th Pokémon in the Galar Pokédex. It is a Ice-Type Pokémon, and it is known as the Zen Charm Pokémon.",0.0,galar
darmanitan,555.0,./gifs/clear/darmanitan.gif,./gifs/blacked/darmanitan.gif,"Darmanitan is the 61st Pokémon in the Unova Pokédex. It is normally a Fire-Type, and it is classified as the Blazing Pokémon.",0.0,unova
dartrix,723.0,./gifs/clear/dartrix.gif,./gifs/blacked/dartrix.gif,"Dartrix is the 2nd Pokémon in the Alola Pokédex. It is a Grass/Flying type, and is known as the Blade Quill Pokémon.",0.0,alola
darumaka-galar,,./gifs/clear/darumaka-galar.gif,./gifs/blacked/darumaka-galar.gif,"Galarian Darumaka is the 367th Pokémon in the Galar Pokédex. It is a Ice-Type Pokémon, and it is known as the Zen Charm Pokémon.",0.0,galar
darumaka,554.0,./gifs/clear/darumaka.gif,./gifs/blacked/darumaka.gif,"Darumaka is the 60th Pokémon in the Unova Pokédex. It is a Fire-Type, and it is known as the Zen Charm Pokémon.",0.0,unova
decidueye,724.0,./gifs/clear/decidueye.gif,./gifs/blacked/decidueye.gif,"Decidueye is the 3rd Pokémon in the Alola Pokédex. It is a Grass/Ghost type, and is known as the Arrow Quill Pokémon.",0.0,alola
dedenne,702.0,./gifs/clear/dedenne.gif,./gifs/blacked/dedenne.gif,"Dedenne is the 110th Pokémon in the Kalos Coastal Pokédex. It is an Electric/Fairy-Type, and is known as the Antenna Pokémon.",0.0,kalos
deerling,585.0,./gifs/clear/deerling.gif,./gifs/blacked/deerling.gif,"Deerling is the 91st Pokémon in the Unova Pokédex. It is a Normal/Grass type, and is known as the Seasonal Pokémon.",0.0,unova
deino,633.0,./gifs/clear/deino.gif,./gifs/blacked/deino.gif,"Deino is the 139th Pokémon in the Unova Pokédex. It is a Dark/Dragon Type, and it is known as the Irate Pokémon.",0.0,unova
delcatty,301.0,./gifs/clear/delcatty.gif,./gifs/blacked/delcatty.gif,"Delcatty is the 62nd Pokémon in the Hoenn Pokédex. It is a Normal Type, and is known as the Prim Pokémon.",0.0,hoenn
delibird,225.0,./gifs/clear/delibird.gif,./gifs/blacked/delibird.gif,"Delibird is the 190th Pokémon in the Johto Pokédex. It is an Ice/Flying-Type, and is known as the Delivery Pokémon.",0.0,johto
delphox,655.0,./gifs/clear/delphox.gif,./gifs/blacked/delphox.gif,"Delphox is the sixth Pokémon in the Kalos Central Pokédex. It is a Fire/Psychic-Type, and is known as the Fox Pokémon",0.0,kalos
deoxys,386.0,./gifs/clear/deoxys.gif,./gifs/blacked/deoxys.gif,"Deoxys is the 202nd and final Pokémon in the Hoenn Pokédex. It is a Psychic Type, and it is known as the DNA Pokémon.",0.0,hoenn
dewgong,87.0,./gifs/clear/dewgong.gif,./gifs/blacked/dewgong.gif,"Dewgong is the 87th Pokémon in the Pokédex. It is a Water/Ice-Type, and is known as the Sea Lion Pokémon.",0.0,kanto
dewott,502.0,./gifs/clear/dewott.gif,./gifs/blacked/dewott.gif,"Dewott is the 8th Pokémon in the Unova Pokédex. It is a Water Type, and it is known as the Discipline Pokémon.",0.0,unova
dewpider,751.0,./gifs/clear/dewpider.gif,./gifs/blacked/dewpider.gif,"Dewpider is the 141st Pokémon in the Alola Pokédex. It is a Water/Bug type, and is known as the Water Bubble Pokémon.",0.0,alola
dhelmise,781.0,./gifs/clear/dhelmise.gif,./gifs/blacked/dhelmise.gif,"Dhelmise is the 263rd Pokémon in the Alola Pokédex. It is a Ghost/Grass type, and is known as the Sea Creeper Pokémon.",0.0,alola
dialga,483.0,./gifs/clear/dialga.gif,./gifs/blacked/dialga.gif,"Dialga is the 149th Pokémon in the Sinnoh Pokédex. It is a Steel/Dragon-Type, and is known as the Temporal Pokémon.",0.0,
diancie-mega,,./gifs/clear/diancie-mega.gif,./gifs/blacked/diancie-mega.gif,Mega Diancie is a Rock/Fairy type Mega Evolution to appear in Pokémon Omega Ruby and Alpha Sapphire.,0.0,mega
diancie,719.0,./gifs/clear/diancie.gif,./gifs/blacked/diancie.gif,"Diancie is an Event-Only Pokémon for the Generation VI games Pokémon X and Pokémon Y. It is a Rock/Fairy-Type, and is known as the Jewel Pokémon.",0.0,kalos
diggersby,660.0,./gifs/clear/diggersby.gif,./gifs/blacked/diggersby.gif,"Diggersby is the 11th Pokémon in the Kalos Central Pokédex. It is a Normal/Ground-Type, and is known as the Digging Pokémon.",0.0,kalos
diglett-alola,,./gifs/clear/diglett-alola.gif,./gifs/blacked/diglett-alola.gif,"Alolan Diglett is the 71st Pokémon in the Alola Pokédex. It is a Ground/Steel type, and is known as the Mole Pokémon. It is a regional variant of Diglett, native to the Alola region.",0.0,alola
diglett,50.0,./gifs/clear/diglett.gif,./gifs/blacked/diglett.gif,"Diglett is the 50th Pokémon in the Pokédex. It is a Ground-Type, and is known as the Mole Pokémon.",0.0,kanto
ditto,132.0,./gifs/clear/ditto.gif,./gifs/blacked/ditto.gif,"Ditto is the 132nd Pokémon in the Pokédex. It is a Normal type, and is known as the Transform Pokémon.",0.0,kanto
dodrio,85.0,./gifs/clear/dodrio.gif,./gifs/blacked/dodrio.gif,"Dodrio is the 85th Pokémon in the Pokédex. It is a Normal/Flying-Type, and is known as the Triple Bird Pokémon.",0.0,kanto
doduo,84.0,./gifs/clear/doduo.gif,./gifs/blacked/doduo.gif,"Doduo is the 84th Pokémon in the Pokédex. It is a Normal/Flying-Type, and is known as the Twin Bird Pokémon.",0.0,kanto
donphan,232.0,./gifs/clear/donphan.gif,./gifs/blacked/donphan.gif,Donphan is a ground type Elephant looking pokemon. It evolves from Phanpy at level 25. Donphan is light grey with a black band running down its length.,0.0,johto
dottler,825.0,./gifs/clear/dottler.gif,./gifs/blacked/dottler.gif,"Dottler is the 11th Pokémon in the Galar Pokédex. It is a Bug/Psychic-type, and is known as the Radome Pokémon.",0.0,
doublade,680.0,./gifs/clear/doublade.gif,./gifs/blacked/doublade.gif,"Doublade is the 118th Pokémon in the Kalos Central Pokédex. It is a Steel/Ghost-Type, and is known as the Sword Pokémon.",0.0,kalos
dracovish,882.0,./gifs/clear/dracovish.gif,./gifs/blacked/dracovish.gif,Dracovish is a Water/Dragon type Pokémon introduced in Generation 8. It is known as the Fossil Pokémon.,0.0,
dracozolt,880.0,./gifs/clear/dracozolt.gif,./gifs/blacked/dracozolt.gif,Dracozolt is an Electric/Dragon type Pokémon introduced in Generation 8. The powerful muscles in its tail generate its electricity.,0.0,
dragalge,691.0,./gifs/clear/dragalge.gif,./gifs/blacked/dragalge.gif,"Dragalge is the 31st Pokémon in the Kalos Coastal Pokédex. It is a Poison/Dragon-Type, and is known as the Mock Kelp Pokémon.",0.0,kalos
dragapult,887.0,./gifs/clear/dragapult.gif,./gifs/blacked/dragapult.gif,"Dragapult is a Dragon/Ghost type Pokémon introduced in Generation 8. Once a fight starts, it launches the Dreepy like supersonic missiles.",0.0,
dragonair,148.0,./gifs/clear/dragonair.gif,./gifs/blacked/dragonair.gif,"Dragonair is the 148th Pokémon in the Pokédex. It is a Dragon-Type, and it is known as the Dragon Pokémon.",0.0,kanto
dragonite,149.0,./gifs/clear/dragonite.gif,./gifs/blacked/dragonite.gif,"Dragonite is the 149th Pokémon in the Pokédex. It is a Dragon/Flying Type, and is known as the Dragon Pokémon.",0.0,kanto
