name,pokedex_num,clear_path,blacked_path,tier,generation,de,fr,jp,ko,zh,en,es,it,hi,shiny_path
cascoon,268.0,./gifs/clear/cascoon.gif,./gifs/blacked/cascoon.gif,0.0,hoenn,panekon,blindalys,マユルド,카스쿤,盾甲繭,cascoon,cascoon,cascoon,cascoon,./gifs/shiny/cascoon.gif
castform,351.0,./gifs/clear/castform.gif,./gifs/blacked/castform.gif,0.0,hoenn,formeo,morphéo,ポワルン,캐스퐁,飄浮泡泡,castform,castform,castform,castform,./gifs/shiny/castform.gif
caterpie,10.0,./gifs/clear/caterpie.gif,./gifs/blacked/caterpie.gif,0.0,kanto,raupy,chenipan,キャタピー,캐터피,綠毛蟲,caterpie,caterpie,caterpie,caterpie,./gifs/shiny/caterpie.gif
celebi,251.0,./gifs/clear/celebi.gif,./gifs/blacked/celebi.gif,0.0,johto,celebi,celebi,セレビィ,세레비,時拉比,celebi,celebi,celebi,celebi,./gifs/shiny/celebi.gif
celesteela,797.0,./gifs/clear/celesteela.gif,./gifs/blacked/celesteela.gif,0.0,alola,kaguron,bamboiselle,テッカグヤ,철화구야,鐵火輝夜,celesteela,celesteela,celesteela,celesteela,./gifs/shiny/celesteela.gif
centiskorch-gigantamax,,./gifs/clear/centiskorch-gigantamax.gif,./gifs/blacked/centiskorch-gigantamax.gif,0.0,gmax,centiskorch gigantamax,centiskorch gigantamax,centiskorch gigantamax,centiskorch gigantamax,centiskorch gigantamax,centiskorch gigantamax,centiskorch gigantamax,centiskorch gigantamax,centiskorch gigantamax,./gifs/shiny/centiskorch-gigantamax.gif
centiskorch,851.0,./gifs/clear/centiskorch.gif,./gifs/blacked/centiskorch.gif,0.0,other,infernopod,scolocendre,マルヤクデ,다태우지네,焚焰蚣,centiskorch,centiskorch,centiskorch,centiskorch,./gifs/shiny/centiskorch.gif
chandelure,609.0,./gifs/clear/chandelure.gif,./gifs/blacked/chandelure.gif,0.0,unova,skelabra,lugulabre,シャンデラ,샹델라,水晶燈火靈,chandelure,chandelure,chandelure,chandelure,./gifs/shiny/chandelure.gif
chansey,113.0,./gifs/clear/chansey.gif,./gifs/blacked/chansey.gif,0.0,kanto,chaneira,leveinard,ラッキー,럭키,吉利蛋,chansey,chansey,chansey,chansey,./gifs/shiny/chansey.gif
charizard-gigantamax,,./gifs/clear/charizard-gigantamax.gif,./gifs/blacked/charizard-gigantamax.gif,0.0,gmax,charizard gigantamax,charizard gigantamax,charizard gigantamax,charizard gigantamax,charizard gigantamax,charizard gigantamax,charizard gigantamax,charizard gigantamax,charizard gigantamax,./gifs/shiny/charizard-gigantamax.gif
charizard,6.0,./gifs/clear/charizard.gif,./gifs/blacked/charizard.gif,0.0,kanto,glurak,dracaufeu,リザードン,리자몽,噴火龍,charizard,charizard,charizard,charizard,./gifs/shiny/charizard.gif
charjabug,737.0,./gifs/clear/charjabug.gif,./gifs/blacked/charjabug.gif,0.0,alola,akkup,chrysapile,デンヂムシ,전지충이,蟲電寶,charjabug,charjabug,charjabug,charjabug,./gifs/shiny/charjabug.gif
charmander,4.0,./gifs/clear/charmander.gif,./gifs/blacked/charmander.gif,0.0,kanto,glumanda,salamèche,ヒトカゲ,파이리,小火龍,charmander,charmander,charmander,charmander,./gifs/shiny/charmander.gif
charmeleon,5.0,./gifs/clear/charmeleon.gif,./gifs/blacked/charmeleon.gif,0.0,kanto,glutexo,reptincel,リザード,리자드,火恐龍,charmeleon,charmeleon,charmeleon,charmeleon,./gifs/shiny/charmeleon.gif
chatot,441.0,./gifs/clear/chatot.gif,./gifs/blacked/chatot.gif,0.0,other,plaudagei,pijako,ペラップ,페라페,聒噪鳥,chatot,chatot,chatot,chatot,./gifs/shiny/chatot.gif
cherrim,421.0,./gifs/clear/cherrim.gif,./gifs/blacked/cherrim.gif,0.0,other,kinoso,ceriflor,チェリム,체리꼬,櫻花兒,cherrim,cherrim,cherrim,cherrim,./gifs/shiny/cherrim.gif
cherubi,420.0,./gifs/clear/cherubi.gif,./gifs/blacked/cherubi.gif,0.0,other,kikugi,ceribou,チェリンボ,체리버,櫻花寶,cherubi,cherubi,cherubi,cherubi,./gifs/shiny/cherubi.gif
chesnaught,652.0,./gifs/clear/chesnaught.gif,./gifs/blacked/chesnaught.gif,0.0,kalos,brigaron,blindépique,ブリガロン,브리가론,布里卡隆,chesnaught,chesnaught,chesnaught,chesnaught,./gifs/shiny/chesnaught.gif
chespin,650.0,./gifs/clear/chespin.gif,./gifs/blacked/chespin.gif,0.0,kalos,igamaro,marisson,ハリマロン,도치마론,哈力栗,chespin,chespin,chespin,chespin,./gifs/shiny/chespin.gif
chewtle,833.0,./gifs/clear/chewtle.gif,./gifs/blacked/chewtle.gif,0.0,other,kamehaps,khélocrok,カムカメ,깨물부기,咬咬龜,chewtle,chewtle,chewtle,chewtle,./gifs/shiny/chewtle.gif
chikorita,152.0,./gifs/clear/chikorita.gif,./gifs/blacked/chikorita.gif,0.0,johto,endivie,germignon,チコリータ,치코리타,菊草葉,chikorita,chikorita,chikorita,chikorita,./gifs/shiny/chikorita.gif
chimchar,390.0,./gifs/clear/chimchar.gif,./gifs/blacked/chimchar.gif,0.0,other,panflam,ouisticram,ヒコザル,불꽃숭이,小火焰猴,chimchar,chimchar,chimchar,chimchar,./gifs/shiny/chimchar.gif
chimecho,358.0,./gifs/clear/chimecho.gif,./gifs/blacked/chimecho.gif,0.0,hoenn,palimpalim,éoko,チリーン,치렁,風鈴鈴,chimecho,chimecho,chimecho,chimecho,./gifs/shiny/chimecho.gif
chinchou,170.0,./gifs/clear/chinchou.gif,./gifs/blacked/chinchou.gif,0.0,johto,lampi,loupio,チョンチー,초라기,燈籠魚,chinchou,chinchou,chinchou,chinchou,./gifs/shiny/chinchou.gif
chingling,433.0,./gifs/clear/chingling.gif,./gifs/blacked/chingling.gif,0.0,other,klingplim,korillon,リーシャン,랑딸랑,鈴鐺響,chingling,chingling,chingling,chingling,./gifs/shiny/chingling.gif
cinccino,573.0,./gifs/clear/cinccino.gif,./gifs/blacked/cinccino.gif,0.0,unova,chillabell,pashmilla,チラチーノ,치라치노,奇諾栗鼠,cinccino,cinccino,cinccino,cinccino,./gifs/shiny/cinccino.gif
cinderace-gigantamax,,./gifs/clear/cinderace-gigantamax.gif,./gifs/blacked/cinderace-gigantamax.gif,0.0,gmax,cinderace gigantamax,cinderace gigantamax,cinderace gigantamax,cinderace gigantamax,cinderace gigantamax,cinderace gigantamax,cinderace gigantamax,cinderace gigantamax,cinderace gigantamax,./gifs/shiny/cinderace-gigantamax.gif
cinderace,815.0,./gifs/clear/cinderace.gif,./gifs/blacked/cinderace.gif,0.0,other,liberlo,pyrobut,エースバーン,에이스번,閃焰王牌,cinderace,cinderace,cinderace,cinderace,./gifs/shiny/cinderace.gif
clamperl,366.0,./gifs/clear/clamperl.gif,./gifs/blacked/clamperl.gif,0.0,hoenn,perlu,coquiperl,パールル,진주몽,珍珠貝,clamperl,clamperl,clamperl,clamperl,./gifs/shiny/clamperl.gif
clauncher,692.0,./gifs/clear/clauncher.gif,./gifs/blacked/clauncher.gif,0.0,kalos,scampisto,flingouste,ウデッポウ,완철포,鐵臂槍蝦,clauncher,clauncher,clauncher,clauncher,./gifs/shiny/clauncher.gif
clawitzer,693.0,./gifs/clear/clawitzer.gif,./gifs/blacked/clawitzer.gif,0.0,kalos,wummer,gamblast,ブロスター,블로스터,鋼炮臂蝦,clawitzer,clawitzer,clawitzer,clawitzer,./gifs/shiny/clawitzer.gif
claydol,344.0,./gifs/clear/claydol.gif,./gifs/blacked/claydol.gif,0.0,hoenn,lepumentas,kaorine,ネンドール,점토도리,念力土偶,claydol,claydol,claydol,claydol,./gifs/shiny/claydol.gif
clefable,36.0,./gifs/clear/clefable.gif,./gifs/blacked/clefable.gif,0.0,kanto,pixi,mélodelfe,ピクシー,픽시,皮可西,clefable,clefable,clefable,clefable,./gifs/shiny/clefable.gif
clefairy,35.0,./gifs/clear/clefairy.gif,./gifs/blacked/clefairy.gif,0.0,kanto,piepi,mélofée,ピッピ,삐삐,皮皮,clefairy,clefairy,clefairy,clefairy,./gifs/shiny/clefairy.gif
cleffa,173.0,./gifs/clear/cleffa.gif,./gifs/blacked/cleffa.gif,0.0,johto,pii,mélo,ピィ,삐,皮寶寶,cleffa,cleffa,cleffa,cleffa,./gifs/shiny/cleffa.gif
clobbopus,852.0,./gifs/clear/clobbopus.gif,./gifs/blacked/clobbopus.gif,0.0,other,klopptopus,poulpaf,タタッコ,때때무노,拳拳蛸,clobbopus,clobbopus,clobbopus,clobbopus,./gifs/shiny/clobbopus.gif
cloyster,91.0,./gifs/clear/cloyster.gif,./gifs/blacked/cloyster.gif,0.0,kanto,austos,crustabri,パルシェン,파르셀,刺甲貝,cloyster,cloyster,cloyster,cloyster,./gifs/shiny/cloyster.gif
coalossal-gigantamax,,./gifs/clear/coalossal-gigantamax.gif,./gifs/blacked/coalossal-gigantamax.gif,0.0,gmax,coalossal gigantamax,coalossal gigantamax,coalossal gigantamax,coalossal gigantamax,coalossal gigantamax,coalossal gigantamax,coalossal gigantamax,coalossal gigantamax,coalossal gigantamax,./gifs/shiny/coalossal-gigantamax.gif
coalossal,839.0,./gifs/clear/coalossal.gif,./gifs/blacked/coalossal.gif,0.0,other,montecarbo,monthracite,セキタンザン,석탄산,巨炭山,coalossal,coalossal,coalossal,coalossal,./gifs/shiny/coalossal.gif
cobalion,638.0,./gifs/clear/cobalion.gif,./gifs/blacked/cobalion.gif,0.0,unova,kobalium,cobaltium,コバルオン,코바르온,勾帕路翁,cobalion,cobalion,cobalion,cobalion,./gifs/shiny/cobalion.gif
cofagrigus,563.0,./gifs/clear/cofagrigus.gif,./gifs/blacked/cofagrigus.gif,0.0,unova,echnatoll,tutankafer,デスカーン,데스니칸,死神棺,cofagrigus,cofagrigus,cofagrigus,cofagrigus,./gifs/shiny/cofagrigus.gif
combee,415.0,./gifs/clear/combee.gif,./gifs/blacked/combee.gif,0.0,other,wadribie,apitrini,ミツハニー,세꿀버리,三蜜蜂,combee,combee,combee,combee,./gifs/shiny/combee.gif
combusken,256.0,./gifs/clear/combusken.gif,./gifs/blacked/combusken.gif,0.0,hoenn,jungglut,galifeu,ワカシャモ,영치코,力壯雞,combusken,combusken,combusken,combusken,./gifs/shiny/combusken.gif
comfey,764.0,./gifs/clear/comfey.gif,./gifs/blacked/comfey.gif,0.0,alola,curelei,guérilande,キュワワー,큐아링,花療環環,comfey,comfey,comfey,comfey,./gifs/shiny/comfey.gif
conkeldurr,534.0,./gifs/clear/conkeldurr.gif,./gifs/blacked/conkeldurr.gif,0.0,unova,meistagrif,bétochef,ローブシン,노보청,修建老匠,conkeldurr,conkeldurr,conkeldurr,conkeldurr,./gifs/shiny/conkeldurr.gif
copperajah-gigantamax,,./gifs/clear/copperajah-gigantamax.gif,./gifs/blacked/copperajah-gigantamax.gif,0.0,gmax,copperajah gigantamax,copperajah gigantamax,copperajah gigantamax,copperajah gigantamax,copperajah gigantamax,copperajah gigantamax,copperajah gigantamax,copperajah gigantamax,copperajah gigantamax,./gifs/shiny/copperajah-gigantamax.gif
copperajah,879.0,./gifs/clear/copperajah.gif,./gifs/blacked/copperajah.gif,0.0,other,patinaraja,pachyradjah,ダイオウドウ,대왕끼리동,大王銅象,copperajah,copperajah,copperajah,copperajah,./gifs/shiny/copperajah.gif
corphish,341.0,./gifs/clear/corphish.gif,./gifs/blacked/corphish.gif,0.0,hoenn,krebscorps,écrapince,ヘイガニ,가재군,龍蝦小兵,corphish,corphish,corphish,corphish,./gifs/shiny/corphish.gif
corsola-galar,,./gifs/clear/corsola-galar.gif,./gifs/blacked/corsola-galar.gif,0.0,galar,corsola galar,corsola galar,corsola galar,corsola galar,corsola galar,corsola galar,corsola galar,corsola galar,corsola galar,./gifs/shiny/corsola-galar.gif
corsola,222.0,./gifs/clear/corsola.gif,./gifs/blacked/corsola.gif,0.0,johto,corasonn,corayon,サニーゴ,코산호,太陽珊瑚,corsola,corsola,corsola,corsola,./gifs/shiny/corsola.gif
corviknight-gigantamax,,./gifs/clear/corviknight-gigantamax.gif,./gifs/blacked/corviknight-gigantamax.gif,0.0,gmax,corviknight gigantamax,corviknight gigantamax,corviknight gigantamax,corviknight gigantamax,corviknight gigantamax,corviknight gigantamax,corviknight gigantamax,corviknight gigantamax,corviknight gigantamax,./gifs/shiny/corviknight-gigantamax.gif
corviknight,823.0,./gifs/clear/corviknight.gif,./gifs/blacked/corviknight.gif,0.0,other,krarmor,corvaillus,アーマーガア,아머까오,鋼鎧鴉,corviknight,corviknight,corviknight,corviknight,./gifs/shiny/corviknight.gif
corvisquire,822.0,./gifs/clear/corvisquire.gif,./gifs/blacked/corvisquire.gif,0.0,other,kranoviz,bleuseille,アオガラス,파크로우,藍鴉,corvisquire,corvisquire,corvisquire,corvisquire,./gifs/shiny/corvisquire.gif
cosmoem,790.0,./gifs/clear/cosmoem.gif,./gifs/blacked/cosmoem.gif,0.0,alola,cosmovum,cosmovum,コスモウム,코스모움,科斯莫姆,cosmoem,cosmoem,cosmoem,cosmoem,./gifs/shiny/cosmoem.gif
cosmog,789.0,./gifs/clear/cosmog.gif,./gifs/blacked/cosmog.gif,0.0,alola,cosmog,cosmog,コスモッグ,코스모그,科斯莫古,cosmog,cosmog,cosmog,cosmog,./gifs/shiny/cosmog.gif
cottonee,546.0,./gifs/clear/cottonee.gif,./gifs/blacked/cottonee.gif,0.0,unova,waumboll,doudouvet,モンメン,소미안,木棉球,cottonee,cottonee,cottonee,cottonee,./gifs/shiny/cottonee.gif
crabominable,740.0,./gifs/clear/crabominable.gif,./gifs/blacked/crabominable.gif,0.0,alola,krawell,crabominable,ケケンカニ,모단단게,好勝毛蟹,crabominable,crabominable,crabominable,crabominable,./gifs/shiny/crabominable.gif
crabrawler,739.0,./gifs/clear/crabrawler.gif,./gifs/blacked/crabrawler.gif,0.0,alola,krabbox,crabagarre,マケンカニ,오기지게,好勝蟹,crabrawler,crabrawler,crabrawler,crabrawler,./gifs/shiny/crabrawler.gif
cradily,346.0,./gifs/clear/cradily.gif,./gifs/blacked/cradily.gif,0.0,hoenn,wielie,vacilys,ユレイドル,릴리요,搖籃百合,cradily,cradily,cradily,cradily,./gifs/shiny/cradily.gif
cramorant,845.0,./gifs/clear/cramorant.gif,./gifs/blacked/cramorant.gif,0.0,other,urgl,nigosier,ウッウ,윽우지,古月鳥,cramorant,cramorant,cramorant,cramorant,./gifs/shiny/cramorant.gif
cranidos,408.0,./gifs/clear/cranidos.gif,./gifs/blacked/cranidos.gif,0.0,other,koknodon,kranidos,ズガイドス,두개도스,頭蓋龍,cranidos,cranidos,cranidos,cranidos,./gifs/shiny/cranidos.gif
crawdaunt,342.0,./gifs/clear/crawdaunt.gif,./gifs/blacked/crawdaunt.gif,0.0,hoenn,krebutack,colhomard,シザリガー,가재장군,鐵螯龍蝦,crawdaunt,crawdaunt,crawdaunt,crawdaunt,./gifs/shiny/crawdaunt.gif
cresselia,488.0,./gifs/clear/cresselia.gif,./gifs/blacked/cresselia.gif,0.0,other,cresselia,cresselia,クレセリア,크레세리아,克雷色利亞,cresselia,cresselia,cresselia,cresselia,./gifs/shiny/cresselia.gif
croagunk,453.0,./gifs/clear/croagunk.gif,./gifs/blacked/croagunk.gif,0.0,other,glibunkel,cradopaud,グレッグル,삐딱구리,不良蛙,croagunk,croagunk,croagunk,croagunk,./gifs/shiny/croagunk.gif
crobat,169.0,./gifs/clear/crobat.gif,./gifs/blacked/crobat.gif,0.0,johto,iksbat,nostenfer,クロバット,크로뱃,叉字蝠,crobat,crobat,crobat,crobat,./gifs/shiny/crobat.gif
croconaw,159.0,./gifs/clear/croconaw.gif,./gifs/blacked/croconaw.gif,0.0,johto,tyracroc,crocrodil,アリゲイツ,엘리게이,藍鱷,croconaw,croconaw,croconaw,croconaw,./gifs/shiny/croconaw.gif
crustle,558.0,./gifs/clear/crustle.gif,./gifs/blacked/crustle.gif,0.0,unova,castellith,crabaraque,イワパレス,암팰리스,岩殿居蟹,crustle,crustle,crustle,crustle,./gifs/shiny/crustle.gif
cryogonal,615.0,./gifs/clear/cryogonal.gif,./gifs/blacked/cryogonal.gif,0.0,unova,frigometri,hexagel,フリージオ,프리지오,幾何雪花,cryogonal,cryogonal,cryogonal,cryogonal,./gifs/shiny/cryogonal.gif
cubchoo,613.0,./gifs/clear/cubchoo.gif,./gifs/blacked/cubchoo.gif,0.0,unova,petznief,polarhume,クマシュン,코고미,噴嚏熊,cubchoo,cubchoo,cubchoo,cubchoo,./gifs/shiny/cubchoo.gif
cubone,104.0,./gifs/clear/cubone.gif,./gifs/blacked/cubone.gif,0.0,kanto,tragosso,osselait,カラカラ,탕구리,卡拉卡拉,cubone,cubone,cubone,cubone,./gifs/shiny/cubone.gif
cufant,878.0,./gifs/clear/cufant.gif,./gifs/blacked/cufant.gif,0.0,other,kupfanti,charibari,ゾウドウ,끼리동,銅象,cufant,cufant,cufant,cufant,./gifs/shiny/cufant.gif
cursola,864.0,./gifs/clear/cursola.gif,./gifs/blacked/cursola.gif,0.0,other,gorgasonn,corayôme,サニゴーン,산호르곤,魔靈珊瑚,cursola,cursola,cursola,cursola,./gifs/shiny/cursola.gif
cutiefly,742.0,./gifs/clear/cutiefly.gif,./gifs/blacked/cutiefly.gif,0.0,alola,wommel,bombydou,アブリー,에블리,萌虻,cutiefly,cutiefly,cutiefly,cutiefly,./gifs/shiny/cutiefly.gif
cyndaquil,155.0,./gifs/clear/cyndaquil.gif,./gifs/blacked/cyndaquil.gif,0.0,johto,feurigel,héricendre,ヒノアラシ,브케인,火球鼠,cyndaquil,cyndaquil,cyndaquil,cyndaquil,./gifs/shiny/cyndaquil.gif
darkrai,491.0,./gifs/clear/darkrai.gif,./gifs/blacked/darkrai.gif,0.0,other,darkrai,darkrai,ダークライ,다크라이,達克萊伊,darkrai,darkrai,darkrai,darkrai,./gifs/shiny/darkrai.gif
darmanitan-galar,,./gifs/clear/darmanitan-galar.gif,./gifs/blacked/darmanitan-galar.gif,0.0,galar,darmanitan galar,darmanitan galar,darmanitan galar,darmanitan galar,darmanitan galar,darmanitan galar,darmanitan galar,darmanitan galar,darmanitan galar,./gifs/shiny/darmanitan-galar.gif
darmanitan-zen-mode-galar,,./gifs/clear/darmanitan-zen.gif,,,galar,darmanitan zen mode galar,darmanitan zen mode galar,darmanitan zen mode galar,darmanitan zen mode galar,darmanitan zen mode galar,darmanitan zen mode galar,darmanitan zen mode galar,darmanitan zen mode galar,darmanitan zen mode galar,./gifs/shiny/darmanitan-zen.gif
darmanitan,555.0,./gifs/clear/darmanitan.gif,./gifs/blacked/darmanitan.gif,0.0,unova,flampivian,darumacho,ヒヒダルマ,불비달마,達摩狒狒,darmanitan,darmanitan,darmanitan,darmanitan,./gifs/shiny/darmanitan.gif
dartrix,723.0,./gifs/clear/dartrix.gif,./gifs/blacked/dartrix.gif,0.0,alola,arboretoss,efflèche,フクスロー,빼미스로우,投羽梟,dartrix,dartrix,dartrix,dartrix,./gifs/shiny/dartrix.gif
darumaka-galar,,./gifs/clear/darumaka-galar.gif,./gifs/blacked/darumaka-galar.gif,0.0,galar,darumaka galar,darumaka galar,darumaka galar,darumaka galar,darumaka galar,darumaka galar,darumaka galar,darumaka galar,darumaka galar,./gifs/shiny/darumaka-galar.gif
darumaka,554.0,./gifs/clear/darumaka.gif,./gifs/blacked/darumaka.gif,0.0,unova,flampion,darumarond,ダルマッカ,달막화,火紅不倒翁,darumaka,darumaka,darumaka,darumaka,./gifs/shiny/darumaka.gif
decidueye,724.0,./gifs/clear/decidueye.gif,./gifs/blacked/decidueye.gif,0.0,alola,silvarro,archéduc,ジュナイパー,모크나이퍼,狙射樹梟,decidueye,decidueye,decidueye,decidueye,./gifs/shiny/decidueye.gif
dedenne,702.0,./gifs/clear/dedenne.gif,./gifs/blacked/dedenne.gif,0.0,kalos,dedenne,dedenne,デデンネ,데덴네,咚咚鼠,dedenne,dedenne,dedenne,dedenne,./gifs/shiny/dedenne.gif
deerling,585.0,./gifs/clear/deerling.gif,./gifs/blacked/deerling.gif,0.0,unova,sesokitz,vivaldaim,シキジカ,사철록,四季鹿,deerling,deerling,deerling,deerling,./gifs/shiny/deerling.gif
deino,633.0,./gifs/clear/deino.gif,./gifs/blacked/deino.gif,0.0,unova,kapuno,solochi,モノズ,모노두,單首龍,deino,deino,deino,deino,./gifs/shiny/deino.gif
delcatty,301.0,./gifs/clear/delcatty.gif,./gifs/blacked/delcatty.gif,0.0,hoenn,enekoro,delcatty,エネコロロ,델케티,優雅貓,delcatty,delcatty,delcatty,delcatty,./gifs/shiny/delcatty.gif
delibird,225.0,./gifs/clear/delibird.gif,./gifs/blacked/delibird.gif,0.0,johto,botogel,cadoizo,デリバード,딜리버드,信使鳥,delibird,delibird,delibird,delibird,./gifs/shiny/delibird.gif
delphox,655.0,./gifs/clear/delphox.gif,./gifs/blacked/delphox.gif,0.0,kalos,fennexis,goupelin,マフォクシー,마폭시,妖火紅狐,delphox,delphox,delphox,delphox,./gifs/shiny/delphox.gif
deoxys-attack-forme,,./gifs/clear/deoxys-attack.gif,./gifs/blacked/deoxys-attack.gif,,other,deoxys attack forme,deoxys attack forme,deoxys attack forme,deoxys attack forme,deoxys attack forme,deoxys attack forme,deoxys attack forme,deoxys attack forme,deoxys attack forme,./gifs/shiny/deoxys-attack.gif
deoxys-defense-forme,,./gifs/clear/deoxys-defense.gif,./gifs/blacked/deoxys-defense.gif,,other,deoxys defense forme,deoxys defense forme,deoxys defense forme,deoxys defense forme,deoxys defense forme,deoxys defense forme,deoxys defense forme,deoxys defense forme,deoxys defense forme,./gifs/shiny/deoxys-defense.gif
deoxys,,./gifs/clear/deoxys.gif,./gifs/blacked/deoxys.gif,,other,deoxys,deoxys,デオキシス,테오키스,代歐奇希斯,deoxys,deoxys,deoxys,deoxys,./gifs/shiny/deoxys.gif
dewgong,87.0,./gifs/clear/dewgong.gif,./gifs/blacked/dewgong.gif,0.0,kanto,jugong,lamantine,ジュゴン,쥬레곤,白海獅,dewgong,dewgong,dewgong,dewgong,./gifs/shiny/dewgong.gif
dewott,502.0,./gifs/clear/dewott.gif,./gifs/blacked/dewott.gif,0.0,unova,zwottronin,mateloutre,フタチマル,쌍검자비,雙刃丸,dewott,dewott,dewott,dewott,./gifs/shiny/dewott.gif
dewpider,751.0,./gifs/clear/dewpider.gif,./gifs/blacked/dewpider.gif,0.0,alola,araqua,araqua,シズクモ,물거미,滴蛛,dewpider,dewpider,dewpider,dewpider,./gifs/shiny/dewpider.gif
dhelmise,781.0,./gifs/clear/dhelmise.gif,./gifs/blacked/dhelmise.gif,0.0,alola,moruda,sinistrail,ダダリン,타타륜,破破舵輪,dhelmise,dhelmise,dhelmise,dhelmise,./gifs/shiny/dhelmise.gif
dialga,483.0,./gifs/clear/dialga.gif,./gifs/blacked/dialga.gif,0.0,other,dialga,dialga,ディアルガ,디아루가,帝牙盧卡,dialga,dialga,dialga,dialga,./gifs/shiny/dialga.gif
diancie-mega,,./gifs/clear/diancie-mega.gif,./gifs/blacked/diancie-mega.gif,0.0,mega,diancie mega,diancie mega,diancie mega,diancie mega,diancie mega,diancie mega,diancie mega,diancie mega,diancie mega,./gifs/shiny/diancie-mega.gif
diancie,719.0,./gifs/clear/diancie.gif,./gifs/blacked/diancie.gif,0.0,kalos,diancie,diancie,ディアンシー,디안시,蒂安希,diancie,diancie,diancie,diancie,./gifs/shiny/diancie.gif
diggersby,660.0,./gifs/clear/diggersby.gif,./gifs/blacked/diggersby.gif,0.0,kalos,grebbit,excavarenne,ホルード,파르토,掘地兔,diggersby,diggersby,diggersby,diggersby,./gifs/shiny/diggersby.gif
